item,year,runtime_min,imdbId,votes
52712,2007,102,435670,347.0
52715,2007,109,772178,101.0
52717,2007,114,443473,336.0
52722,2007,139,413300,8314.0
52724,2007,124,338216,161.0
52730,2002,100,329737,89.0
52742,1950,109,42490,19.0
52767,1977,100,75610,504.0
52773,2006,103,436460,4.0
52781,2006,127,464038,11.0
52784,2006,89,856008,56.0
52796,2002,105,320194,8.0
52804,2006,124,432290,6.0
52806,2006,115,495596,325.0
52813,1949,94,41958,44.0
52831,1988,85,95583,97.0
52838,2007,97,756729,127.0
52845,2006,101,486028,35.0
52858,2005,124,460505,17.0
52865,2006,96,469897,28.0
52867,2006,99,458364,208.0
52872,2004,88,403692,16.0
52885,2006,90,851578,2480.0
52891,2006,96,472268,26.0
52913,1935,95,27067,26.0
52922,1951,92,43540,10.0
52927,2006,105,477731,59.0
52929,2006,113,471030,119.0
52938,1985,86,88678,25.0
52942,2003,105,363303,12.0
52950,2006,132,409904,724.0
52952,2006,101,480025,1790.0
52956,2004,110,430772,7.0
52967,2006,110,491747,559.0
52973,2007,129,478311,8612.0
52975,2007,117,427327,2208.0
52980,2006,90,478337,21.0
52995,1981,104,85211,21.0
53000,2007,100,463854,6177.0
53002,2007,113,791304,270.0
53004,2007,90,800003,158.0
53022,1984,108,87578,62.0
53024,2006,86,762111,367.0
53038,1932,83,23382,69.0
53046,2006,131,129871,35.0
53052,1965,170,59817,15.0
53066,1949,88,40221,28.0
53084,2006,87,805185,8.0
53121,2007,93,413267,4735.0
53123,2007,86,907657,3306.0
53125,2007,169,449088,11762.0
53127,2006,102,470705,337.0
53129,2007,120,780571,2306.0
53131,2007,97,389328,79.0
53133,2007,95,441007,57.0
53138,2006,92,455596,212.0
53140,2004,92,412915,240.0
53143,2006,118,444628,86.0
53152,1951,71,43778,17.0
53154,2007,75,874423,34.0
53161,2006,107,497137,449.0
53183,2006,94,482930,35.0
53187,2006,110,449303,3.0
53189,2007,93,494222,481.0
53207,2007,108,411061,908.0
53226,1959,137,52861,31.0
53280,2006,91,455362,56.0
53282,2006,94,499455,28.0
53318,2006,102,460740,1570.0
53322,2007,122,496806,7867.0
53326,2006,77,465203,213.0
53342,2006,91,450680,15.0
53349,2006,90,466399,82.0
53352,2006,95,450843,59.0
53355,1999,101,177242,49.0
53370,1992,102,104352,37.0
53373,1995,103,113187,38.0
53375,1991,103,101962,37.0
53379,1943,69,35937,34.0
53382,1944,91,36807,4.0
53406,2001,122,299937,64.0
53416,2006,78,472259,12.0
53435,2007,94,498353,779.0
53443,1940,94,32981,35.0
53447,2007,85,842929,421.0
53450,1980,104,79453,69.0
53453,1978,92,79946,48.0
53460,2007,85,423294,1212.0
53464,2007,92,486576,3868.0
53466,2007,99,479500,233.0
53468,2006,93,457572,707.0
53476,2005,84,484113,22.0
53498,2006,74,487092,39.0
53519,2007,127,1028528,4695.0
53548,1953,66,46248,25.0
53550,2006,120,462504,1402.0
53554,1940,88,32264,8.0
53561,1935,83,27189,3.0
53569,2005,96,405163,49.0
53574,2006,88,473709,100.0
53578,2006,85,449851,142.0
53582,1939,104,31235,34.0
53584,2005,92,407998,24.0
53592,2006,112,461694,62.0
53600,2004,101,347016,8.0
53651,2005,115,418091,8.0
53737,1967,148,62038,88.0
53741,2006,110,463486,20.0
53752,2006,108,486480,29.0
53766,2004,90,414931,47.0
53769,2007,90,989000,184.0
53771,1985,187,88693,20.0
53774,1956,78,49531,21.0
53788,2006,110,796212,101.0
53808,2006,99,490822,75.0
53827,1976,198,75296,193.0
53833,1967,74,62864,23.0
53835,1954,85,46511,91.0
53837,1992,93,105508,17.0
53839,1997,75,119040,8.0
53841,1954,103,47152,9.0
53843,1985,109,89715,15.0
53845,1973,111,70188,7.0
53847,1999,90,217894,8.0
53849,1990,100,100851,8.0
53851,1991,95,101324,7.0
53853,1920,79,11870,15.0
53855,1957,80,50567,22.0
53857,1992,96,103640,4.0
53859,2007,115,473360,114.0
53873,1983,91,86366,25.0
53880,1969,84,64855,43.0
53883,2004,157,430484,216.0
53885,2006,106,446055,20.0
53887,1973,178,70464,135.0
53894,2007,123,386032,2814.0
53906,2004,105,314524,97.0
53912,2006,90,488953,17.0
53916,1956,122,49829,18.0
53919,1939,113,31619,97.0
53921,2007,108,829459,304.0
53953,2007,104,450385,4221.0
53956,2007,90,795368,1937.0
53963,2007,105,432264,7.0
53967,1983,105,85678,33.0
53972,2007,128,337978,7073.0
53974,2007,91,762114,566.0
53988,2007,117,765447,171.0
53993,2007,96,413099,2718.0
53996,2007,144,418279,10415.0
53999,2007,96,374563,202.0
54001,2007,138,373889,14349.0
54004,2007,115,762107,1650.0
54010,1964,99,57878,5.0
54020,1974,111,71824,23.0
54049,1985,103,89572,38.0
54056,1994,93,109195,4.0
54067,1985,98,91427,12.0
54075,2007,139,837106,210.0
54094,2006,98,446687,144.0
54116,2006,101,432289,124.0
54121,1950,93,42286,65.0
54144,2006,96,469689,21.0
54171,2006,108,498311,44.0
54176,1958,119,52005,26.0
54185,2006,86,832903,79.0
54190,2007,133,445922,2551.0
54193,2007,97,772157,115.0
54196,2006,95,443455,75.0
54198,1992,88,101500,14.0
54220,1969,107,65037,14.0
54229,1986,84,90315,119.0
54239,1930,108,20815,7.0
54241,1935,109,26643,33.0
54243,2005,99,342882,17.0
54248,2007,88,796314,30.0
54251,2004,88,398963,13.0
54254,2006,97,457308,16.0
54256,2007,88,787475,1139.0
54259,2007,127,486655,7019.0
54262,1964,90,58383,23.0
54268,2007,93,785077,46.0
54270,2006,110,461703,122.0
54272,2007,87,462538,9639.0
54274,2007,106,897361,236.0
54276,2007,104,481141,895.0
54278,2007,100,467110,222.0
54281,2007,97,423977,1140.0
54284,2006,106,458522,30.0
54286,2007,115,440963,21677.0
54290,2007,110,804452,232.0
54318,1960,96,54286,15.0
54326,2005,110,439810,2.0
54328,2006,94,778784,115.0
54331,2007,93,796375,321.0
54341,2006,88,430768,15.0
54349,2005,96,456630,30.0
54354,2005,86,478116,11.0
54372,2006,131,362225,988.0
54378,2007,104,890882,56.0
54406,1933,74,24353,33.0
54419,2004,90,402906,42.0
54426,2006,89,809407,77.0
54445,1972,120,69095,14.0
54455,1984,107,88242,31.0
54480,1962,94,56112,9.0
54491,2006,108,448927,33.0
54493,1978,104,77904,13.0
54501,1951,90,43567,13.0
54503,2007,113,829482,12999.0
54505,2007,86,488508,37.0
54510,2007,106,808331,110.0
54513,2007,118,796368,193.0
54519,2005,113,434292,27.0
54536,2006,97,760187,15.0
54542,1948,112,40242,8.0
54554,2005,93,432325,15.0
54561,1993,175,109036,3.0
54580,2005,110,431979,16.0
54605,1966,85,60794,57.0
54607,2006,97,775566,13.0
54612,2007,112,416185,150.0
54614,2007,105,825225,1.0
54617,2005,98,412535,48.0
54621,2007,120,796335,74.0
54648,2007,91,293564,1959.0
54652,1992,99,103595,11.0
54686,2007,101,462396,271.0
54689,2004,92,419909,14.0
54691,2006,168,459880,47.0
54725,1963,110,57622,10.0
54732,2007,90,424823,822.0
54734,2007,108,815244,416.0
54736,2007,110,431197,1902.0
54738,2007,91,486051,81.0
54745,2007,101,477078,472.0
54758,2006,113,863037,9.0
54768,2007,89,462244,182.0
54771,2007,99,427392,778.0
54775,2007,103,499556,656.0
54778,2007,108,775488,16.0
54780,2007,106,489237,655.0
54783,2007,111,473700,35.0
54785,2007,109,373883,815.0
54787,2007,105,804461,448.0
54796,2007,96,841044,644.0
54826,2005,93,430676,13.0
54833,1948,92,39220,50.0
54872,1976,105,74740,43.0
54875,1967,111,61636,12.0
54878,1968,110,63293,21.0
54881,2007,79,923752,1957.0
54885,2004,103,377972,5.0
54908,2007,91,804540,195.0
54910,2006,92,437857,266.0
54922,1943,70,36497,13.0
54934,2007,93,784972,150.0
54958,2007,112,445935,39.0
54962,2007,100,810988,521.0
54964,1965,97,59106,13.0
54967,2007,97,792965,79.0
54972,2006,93,421143,3.0
54978,2007,93,484111,97.0
54986,1974,102,69697,28.0
54988,2005,90,462721,3.0
54995,2007,105,1077258,4092.0
54997,2007,122,381849,7074.0
54999,2007,86,465602,2210.0
55020,2007,96,811106,225.0
55031,2002,224,346952,368.0
55036,1996,117,116441,16.0
55040,1949,108,40737,24.0
55050,2005,135,401420,37.0
55052,2007,123,783233,3556.0
55061,2006,74,800022,42.0
55063,2007,80,1093842,187.0
55067,2006,93,454931,150.0
55069,2007,113,1032846,1035.0
55071,2007,102,912593,358.0
55073,2006,91,427528,17.0
55078,1967,168,61648,42.0
55080,2007,122,476964,682.0
55094,2007,121,478134,1004.0
55098,2006,167,405508,231.0
55100,2007,97,466839,154.0
55106,1933,91,23940,58.0
55110,2007,105,465436,110.0
55112,2007,106,469184,31.0
55116,2007,101,455782,236.0
55118,2007,100,765443,4903.0
55132,2006,117,476643,22.0
55147,2000,98,246405,11.0
55154,2007,99,283503,40.0
55156,2006,122,492499,110.0
55159,1979,140,79182,83.0
55167,2006,111,831888,434.0
55176,2007,100,925248,332.0
55178,2006,92,483812,33.0
55190,2006,90,452643,116.0
55199,2007,105,770806,23.0
55205,2007,84,480269,199.0
55207,2004,18,409799,215.0
55209,2007,97,473188,49.0
55223,2006,120,498120,34.0
55226,1955,102,48182,25.0
55232,2007,94,432021,2854.0
55241,2007,87,419984,479.0
55245,2007,101,452625,978.0
55247,2007,148,758758,10668.0
55250,2007,110,492956,501.0
55253,2007,157,808357,754.0
55255,2007,97,800027,187.0
55257,2007,100,486640,170.0
55259,2007,99,484562,215.0
55261,2007,116,408839,647.0
55267,2007,98,480242,1985.0
55269,2007,91,838221,5245.0
55272,2007,117,498399,673.0
55274,2007,114,414055,896.0
55276,2007,119,465538,4175.0
55278,2007,88,857265,283.0
55280,2007,106,805564,3205.0
55282,2007,113,389722,2247.0
55284,2007,122,804522,485.0
55286,2007,118,469623,340.0
55288,2007,102,831884,233.0
55290,2007,114,452623,4590.0
55292,2007,107,790804,103.0
55294,2007,90,758798,24.0
55298,2006,88,486572,27.0
55324,2006,86,425395,18.0
55329,2006,95,466664,42.0
55343,2007,80,480011,19.0
55360,2006,98,498097,56.0
55363,2007,160,443680,2724.0
55369,1961,85,54745,27.0
55373,1950,97,42281,11.0
55389,1965,91,59496,27.0
55391,2006,107,360323,95.0
55402,2007,131,758732,70.0
55406,2006,98,446298,16.0
55408,2007,97,756672,12.0
55417,2007,103,762110,84.0
55419,2006,93,464061,86.0
55434,1956,94,49004,2.0
55440,2007,119,449018,31.0
55442,2007,96,808417,3655.0
55444,2007,122,421082,1258.0
55451,2007,106,866437,524.0
55460,1986,80,92561,6.0
55462,2006,98,454457,19.0
55467,2003,85,355611,13.0
55469,2002,131,316599,15.0
55476,2006,81,356201,4.0
55485,2007,104,765451,10.0
55487,2007,103,758771,35.0
55489,1960,100,53666,15.0
55492,2006,101,454864,75.0
55498,2007,107,494834,97.0
55507,1971,128,67402,24.0
55512,1944,90,36692,3.0
55517,2006,80,391229,61.0
55549,2007,97,961117,21.0
55553,2006,87,779982,555.0
55555,2007,122,880502,446.0
55566,2007,113,906108,102.0
55577,2007,93,890870,1903.0
55603,2008,119,780534,100.0
55620,2007,95,912583,148.0
55626,1999,84,210302,4.0
55628,1932,63,23236,7.0
55652,1979,98,79871,93.0
55659,1980,99,81494,14.0
55668,2007,93,446752,19.0
55671,1941,100,34162,20.0
55681,1986,76,94238,9.0
55684,2006,92,821470,34.0
55687,2007,82,912592,238.0
55691,1989,110,94641,13.0
55705,2007,142,817225,48.0
55713,1949,82,41786,27.0
55721,2007,115,861739,1780.0
55726,2006,110,857355,78.0
55729,2007,93,388182,306.0
55732,2007,106,415965,380.0
55737,2007,89,780583,21.0
55740,1993,111,108593,3.0
55748,2005,88,428212,3.0
55751,2004,95,357585,23.0
55757,1979,92,79278,9.0
55765,2007,157,765429,7853.0
55768,2007,91,389790,2116.0
55782,2004,100,444778,14.0
55805,2007,117,292963,1685.0
55814,2007,112,401383,2311.0
55820,2007,122,477348,18523.0
55826,2005,101,219171,11.0
55830,2008,102,799934,2271.0
55844,2007,87,496328,77.0
55851,2007,90,790706,77.0
55854,1947,104,39402,52.0
55856,2006,99,439123,37.0
55872,2007,114,426931,1335.0
55875,1974,85,72195,17.0
55888,1935,53,26267,5.0
55895,1955,112,47985,131.0
55901,2007,95,445336,279.0
55908,2007,87,756683,3328.0
55922,2006,121,856052,13.0
55926,1968,121,63060,45.0
55946,2007,92,891527,425.0
55955,2007,116,486583,388.0
55995,2007,115,442933,2785.0
55999,2007,93,457419,817.0
56001,2007,139,484740,192.0
56003,2006,145,405336,508.0
56006,2001,78,283337,14.0
56009,1970,80,65391,8.0
56012,2006,239,910873,212.0
56015,1952,99,44789,79.0
56022,1995,99,113264,27.0
56026,2006,95,494199,8.0
56028,2007,101,822849,16.0
56030,2007,98,988102,14.0
56051,2006,105,425094,8.0
56060,2006,113,284363,133.0
56067,1935,51,27087,4.0
56069,2007,79,878695,60.0
56079,2007,85,780608,217.0
56093,2007,159,488478,157.0
56095,2007,86,995829,115.0
56098,1951,85,44072,39.0
56102,2007,139,1135489,6.0
56141,2006,99,792966,95.0
56145,2007,126,884328,3749.0
56152,2007,107,461770,3993.0
56156,2007,100,465494,1789.0
56158,2007,119,937375,46.0
56165,2007,98,804516,207.0
56167,2007,162,1024943,144.0
56169,2007,84,211933,523.0
56171,2007,113,385752,3255.0
56174,2007,101,480249,14364.0
56176,2007,92,952640,1185.0
56251,2007,88,471711,2009.0
56253,1968,75,296881,23.0
56274,2007,93,757361,340.0
56286,2007,135,368794,740.0
56294,1993,108,103805,19.0
56313,1941,98,34182,4.0
56331,2001,158,277327,38.0
56333,2007,114,775529,879.0
56336,2007,93,804555,205.0
56339,2007,105,464141,2452.0
56350,1941,125,34272,46.0
56367,2007,96,467406,19131.0
56370,2007,118,438859,70.0
56372,1957,140,51093,30.0
56379,2006,90,762117,130.0
56389,2007,95,765120,621.0
56432,1969,122,64816,59.0
56449,2005,94,413879,11.0
56456,2005,103,411269,10.0
56474,2004,110,381392,46.0
56477,2004,84,362538,3.0
56479,1998,57,141716,71.0
56485,2004,109,396190,19.0
56490,2006,73,775438,16.0
56508,2007,111,758784,121.0
56511,2007,90,937237,52.0
56513,2006,80,830968,1.0
56515,2007,88,912580,23.0
56548,1986,158,90608,3.0
56551,2006,86,462579,10.0
56561,2006,86,819354,31.0
56563,2007,80,847817,421.0
56570,2005,83,425236,9.0
56574,2006,135,433398,9.0
56580,2007,96,1029172,17.0
56587,2007,97,825232,4123.0
56599,2007,71,977649,9.0
56602,1944,112,36641,14.0
56607,2007,128,419887,1246.0
56612,1973,88,70085,23.0
56614,2005,183,443844,28.0
56616,2005,88,424789,17.0
56620,2007,87,810823,92.0
56624,2005,78,439511,6.0
56626,1922,143,13556,31.0
56631,2005,105,456121,20.0
56633,2007,95,489664,163.0
56651,1964,118,58564,16.0
56671,2007,93,479289,129.0
56691,2006,86,443527,28.0
56693,1991,108,101595,27.0
56700,2007,105,473356,58.0
56702,2006,122,448154,3.0
56715,2006,88,477139,1521.0
56719,2006,100,478829,96.0
56724,2002,106,281938,2.0
56744,2006,93,759612,74.0
56748,2006,96,460721,15.0
56757,2007,116,408236,6908.0
56775,2007,124,465234,4682.0
56779,2006,115,855824,19.0
56782,2007,158,469494,10062.0
56786,1971,84,67958,43.0
56788,2007,102,472062,2858.0
56797,1973,92,70825,19.0
56801,2007,94,758730,2227.0
56805,2007,96,841046,1127.0
56835,2006,91,417056,19.0
56837,2006,127,450972,44.0
56846,2007,116,960790,138.0
56848,1991,102,102789,89.0
56869,2006,112,489458,47.0
56874,2004,86,387114,1.0
56885,2007,126,427309,674.0
56888,2005,102,461804,5.0
56908,2007,95,490579,177.0
56915,2007,112,760329,398.0
56921,2007,101,991178,1232.0
56931,1999,84,220644,30.0
56941,2007,126,431308,2561.0
56945,2007,96,841032,82.0
56949,2008,111,988595,3784.0
56956,1972,106,69226,3.0
56959,1954,72,47200,4.0
56995,2007,90,893356,26.0
57017,1964,118,58500,12.0
57023,1996,93,115950,6.0
57027,2003,89,339489,20.0
57038,2001,163,241663,9.0
57041,1964,81,58548,83.0
57044,2005,132,439547,40.0
57069,1958,118,51720,41.0
57147,2007,108,795493,488.0
57171,2006,169,463850,3.0
57179,2005,88,424287,17.0
57183,2007,165,986264,316.0
57209,1964,95,58275,16.0
57223,2007,107,372873,264.0
57236,2006,81,462392,14.0
57243,2007,87,1032856,382.0
57269,2006,83,492463,7.0
57274,2007,78,1038988,2035.0
57276,2006,101,259822,26.0
57282,1970,99,65398,13.0
57291,2005,94,423382,9.0
57326,2007,127,460780,354.0
57353,2007,108,780516,324.0
57357,2004,83,356453,13.0
57359,2006,108,456041,10.0
57368,2008,85,1060277,6488.0
57370,2008,104,951216,203.0
57378,2006,96,345461,8.0
57393,2007,120,399095,77.0
57401,2007,88,896798,317.0
57418,1968,101,63483,24.0
57421,2006,93,422401,142.0
57426,2007,93,887719,12.0
57430,1976,106,76910,7.0
57432,2007,100,857295,34.0
57439,2006,134,480001,4.0
57453,2007,90,848542,57.0
57464,2007,100,760311,339.0
57468,1934,115,25948,6.0
57473,1939,62,31851,21.0
57476,1970,103,65542,46.0
57478,1928,73,19074,13.0
57480,1924,150,15016,13.0
57482,1920,50,11358,3.0
57484,1926,92,17463,21.0
57499,1990,125,99753,17.0
57502,2001,34,385586,260.0
57504,2006,98,808506,1871.0
57509,2005,81,837803,42.0
57513,1972,114,70913,19.0
57520,2008,87,479968,254.0
57522,2008,98,486578,65.0
57526,2008,101,880578,476.0
57528,2008,92,462499,2839.0
57530,2007,94,770810,22.0
57532,2008,87,1073498,950.0
57534,2008,98,406759,433.0
57536,2008,87,489282,225.0
57538,2008,95,785007,219.0
57543,2004,6,440846,102.0
57550,1976,175,73152,50.0
57637,2007,103,780607,191.0
57640,2008,120,411477,4900.0
57648,1956,80,50456,6.0
57655,2006,104,480251,56.0
57669,2008,107,780536,10673.0
57690,1968,162,63599,27.0
57692,1964,112,58203,32.0
57695,1993,79,106579,45.0
57706,1983,99,86650,43.0
57709,1942,112,35440,4.0
57754,2006,115,814666,20.0
57772,1973,212,70904,106.0
57774,2003,92,322298,8.0
57776,2004,98,318590,37.0
57778,2006,86,870112,9.0
57792,2007,95,825236,161.0
57805,2007,104,816616,7.0
57811,2007,81,970184,12.0
57843,2007,119,901507,35.0
57845,2007,124,800099,145.0
57848,2006,101,780492,16.0
57854,1934,113,25004,54.0
57865,2006,91,484877,63.0
57868,1936,96,28141,12.0
57873,1990,91,99817,57.0
57910,2007,94,780622,509.0
57938,1988,92,94918,6.0
57940,1982,105,83296,13.0
57942,2006,85,497876,18.0
57946,2005,159,468820,39.0
57949,2008,104,494652,79.0
57951,2008,112,770752,887.0
57960,1941,108,33677,14.0
57964,2007,88,780486,39.0
57970,2007,85,892375,24.0
57972,2006,93,460766,121.0
57980,2006,79,945356,136.0
57991,1942,115,34891,29.0
57996,2005,75,436607,10.0
58003,1966,112,61042,15.0
58007,1978,86,78259,29.0
58025,2008,88,489099,4463.0
58029,2007,96,807054,41.0
58033,2007,93,937347,1.0
58047,2008,112,832266,2429.0
58059,1955,103,48198,27.0
58061,1928,100,18909,5.0
58078,2007,95,485851,306.0
58081,1928,71,18972,3.0
58084,2006,84,872224,33.0
58094,2004,105,395421,14.0
58103,2008,90,443274,1714.0
58105,2008,96,416236,1237.0
58107,2008,98,1023481,818.0
58111,2008,213,449994,111.0
58120,1930,82,20702,2.0
58123,2000,105,282599,45.0
58130,1930,92,21508,5.0
58136,2007,106,826547,5.0
58146,2008,99,1001562,96.0
58154,2008,115,467200,1222.0
58156,2008,91,839980,1046.0
58162,2007,100,425413,1097.0
58174,2004,138,424430,5.0
58180,1931,90,22353,3.0
58185,2007,58,1097256,36.0
58191,2007,106,854678,308.0
58207,2006,103,839938,12.0
58209,2001,96,246228,
58223,2005,115,427582,112.0
58228,1977,94,76913,8.0
58246,2007,85,772168,153.0
58250,2005,95,457090,11.0
58269,2000,102,239441,3.0
58274,1942,100,34936,9.0
58282,1948,106,40317,3.0
58287,2007,104,463027,80.0
58291,2008,83,997047,169.0
58293,2008,109,443649,2815.0
58295,2008,111,200465,3072.0
58297,2008,113,483607,792.0
58299,2008,86,451079,2127.0
58301,2007,111,808279,923.0
58303,2007,99,813547,1312.0
58306,2007,126,416044,692.0
58309,2007,105,912599,36.0
58315,2008,87,811138,734.0
58324,2008,85,475998,56.0
58332,2007,95,848557,445.0
58334,2007,95,466816,183.0
58347,2006,104,472160,1091.0
58351,2007,106,870090,382.0
58365,2007,110,905979,42.0
58367,2007,104,462023,48.0
58373,1948,109,40974,9.0
58376,2007,118,1166827,760.0
58379,2004,77,386820,67.0
58381,2007,78,807721,57.0
58404,2008,75,902272,174.0
58409,2004,87,398237,7.0
58411,2006,117,496319,16.0
58418,2007,100,455805,138.0
58422,1960,96,56049,32.0
58425,2007,97,1094594,300.0
58432,2008,104,486674,198.0
58434,2005,98,420740,27.0
58437,1988,87,95903,10.0
58439,1969,101,64253,53.0
58452,2007,103,918557,10.0
58485,1993,97,107953,116.0
58490,2008,92,970468,632.0
58492,2007,107,453548,200.0
58494,2007,91,804505,114.0
58498,2007,102,878652,1.0
58509,1941,86,34241,9.0
58520,1986,78,89537,38.0
58530,2004,86,389235,7.0
58534,2004,94,419766,4.0
58554,2007,99,988108,174.0
58559,2008,152,468569,44742.0
58564,1933,77,23955,3.0
58576,1966,90,60647,52.0
58578,1985,89,89904,9.0
58595,2007,78,914382,29.0
58598,1983,107,86102,7.0
58610,2005,90,468442,19.0
58617,2005,96,443450,13.0
58622,2007,88,814130,150.0
58627,2008,113,1023111,471.0
58632,2007,135,1032854,21.0
58641,2006,78,1002540,3.0
58649,1927,330,18192,34.0
58652,2008,88,940709,142.0
58655,2008,110,817538,531.0
58661,2001,100,254252,2.0
58706,2007,106,796307,125.0
58709,2004,118,381668,59.0
58718,2007,96,499570,23.0
58722,1975,83,73373,19.0
58740,1931,93,22074,26.0
58743,2006,145,395119,76.0
58760,1983,88,85764,12.0
58770,2005,91,419160,5.0
58774,1975,179,72446,13.0
58783,2007,124,481797,106.0
58785,2006,104,475241,2.0
58803,2008,123,478087,4977.0
58806,2008,95,858479,427.0
58808,2005,90,462477,46.0
58810,2006,112,412808,5.0
58812,1983,112,85213,16.0
58816,2006,96,473074,22.0
58826,2008,95,827521,16.0
58839,2008,114,379865,396.0
58842,2007,124,881200,22.0
58847,1981,151,82313,8.0
58850,1986,121,91757,54.0
58870,2004,115,388556,44.0
58874,1967,162,63278,58.0
58876,2008,112,489281,198.0
58879,2008,122,893382,199.0
58881,2007,88,416675,29.0
58889,2008,87,995061,43.0
58895,1964,85,56919,17.0
58898,2007,99,454065,44.0
58904,1982,80,83728,15.0
58920,2005,98,478999,13.0
58922,2006,97,464955,12.0
58933,2007,142,758053,33.0
58937,2008,144,903627,78.0
58939,2007,113,827713,20.0
58941,2008,121,1068658,6.0
58945,2007,90,482901,18.0
58964,2007,82,856288,288.0
58972,2008,96,410377,332.0
58975,2008,90,963794,557.0
58992,2007,93,1097239,89.0
58994,2007,85,912590,6.0
58998,2008,111,800039,6860.0
59000,2007,117,497972,96.0
59014,2008,75,426592,667.0
59016,2008,109,421073,720.0
59018,2007,104,857191,1142.0
59022,2008,114,481536,2132.0
59026,2007,100,875113,452.0
59031,2006,95,855895,11.0
59037,2008,135,811080,853.0
59040,2007,114,857376,84.0
59044,2008,92,1007950,11.0
59053,2003,106,348853,30.0
59065,2007,84,488988,87.0
59074,1973,104,70794,3.0
59103,2008,104,865556,1172.0
59105,2008,90,963208,103.0
59107,2007,90,815178,128.0
59112,2006,95,466771,14.0
59114,1972,95,69134,10.0
59116,2007,97,437954,17.0
59118,2008,118,1045670,757.0
59126,2008,101,815241,1445.0
59129,2008,90,892899,99.0
59131,2006,79,845955,28.0
59136,2005,52,892425,4.0
59138,2006,102,470732,18.0
59141,2007,96,845046,650.0
59143,2007,94,1111833,399.0
59154,1940,70,32258,17.0
59157,1936,80,27800,17.0
59159,1932,61,23249,30.0
59173,1975,122,73240,47.0
59178,1936,89,28345,20.0
59180,1939,82,32007,22.0
59182,1941,81,34266,17.0
59184,1942,71,35419,18.0
59188,1952,113,45296,87.0
59216,2004,105,419449,18.0
59220,2006,103,425326,311.0
59256,2008,107,800240,292.0
59258,2008,99,871426,1081.0
59260,2006,118,494271,61.0
59273,2006,107,412637,79.0
59290,2006,131,417871,38.0
59295,2008,97,1091617,158.0
59302,2005,92,477916,10.0
59306,2008,88,926129,274.0
59313,2005,131,436889,24.0
59315,2008,126,371746,26682.0
59327,1999,99,193763,3.0
59333,2008,101,866439,918.0
59336,2008,99,1012804,394.0
59339,2007,112,475984,112.0
59362,2007,107,497323,85.0
59366,2001,105,281680,6.0
59369,2008,90,936501,11534.0
59376,2008,94,977214,26.0
59382,2007,115,826711,74.0
59387,2006,117,460791,2691.0
59392,2008,101,942903,568.0
59397,2007,99,907680,6.0
59399,2006,99,454084,58.0
59404,2007,93,790623,193.0
59418,2007,98,802948,287.0
59421,2008,99,1033643,1657.0
59426,2007,100,1080695,5.0
59429,2007,85,974959,527.0
59435,2007,93,795439,38.0
59440,2006,91,482463,165.0
59447,1993,119,106911,9.0
59463,1953,100,46031,7.0
59465,1940,110,31976,3.0
59478,2006,100,844462,9.0
59485,2006,80,478090,44.0
59501,2008,150,499448,3527.0
59519,2006,105,827517,148.0
59527,1949,73,42046,25.0
59547,2006,90,473389,53.0
59549,2007,97,942384,209.0
59561,2008,96,415489,4.0
59590,2007,107,1047007,212.0
59594,2008,107,884224,309.0
59602,2007,95,808486,35.0
59604,2007,91,830558,283.0
59607,2007,88,1112115,106.0
59615,2008,122,367882,8271.0
59621,2007,81,762104,50.0
59625,2008,103,469099,17.0
59641,1958,120,52106,10.0
59649,2008,95,893509,8.0
59651,2003,59,387682,3.0
59655,2008,109,940620,16.0
59665,1959,92,52724,14.0
59667,2006,94,435706,5.0
59669,2005,87,479916,16.0
59680,1932,78,23303,21.0
59684,2006,152,841119,126.0
59705,2007,112,487273,25.0
59709,2008,108,488604,292.0
59715,2008,85,482599,213.0
59721,2007,104,427998,102.0
59725,2008,145,1000774,2125.0
59727,2008,86,482606,911.0
59729,2007,97,379976,96.0
59731,2008,105,1151309,485.0
59738,2006,90,490076,228.0
59753,2006,130,768120,34.0
59775,2008,98,1219671,3.0
59784,2008,92,441773,11540.0
59795,2007,91,939681,35.0
59799,1974,98,233809,3.0
59801,1987,122,92963,11.0
59805,1969,100,64256,7.0
59810,2008,116,1000771,364.0
59814,2007,104,812243,72.0
59816,2006,107,495040,31.0
59832,1950,95,43132,77.0
59834,1969,110,63970,62.0
59836,1955,110,47889,8.0
59838,1972,100,66907,23.0
59840,1970,94,66970,9.0
59842,1959,149,52792,15.0
59844,1968,115,62639,12.0
59846,1929,95,20030,40.0
59850,1976,94,75263,13.0
59852,1968,125,63775,5.0
59854,1957,110,51198,12.0
59858,1935,82,27042,5.0
59861,1934,104,26008,3.0
59865,1933,96,24453,3.0
59867,1958,100,53017,5.0
59869,2008,174,424600,77.0
59888,1982,109,84807,2.0
59893,1975,103,71483,23.0
59895,1986,109,91406,12.0
59900,2008,113,960144,2652.0
59905,1982,102,84465,7.0
59908,2008,86,803057,189.0
59910,2007,92,829098,70.0
59912,2007,108,846040,60.0
59915,2007,85,758786,134.0
59922,2002,103,312886,6.0
59935,1974,78,68595,62.0
59938,1977,102,76804,30.0
59942,1960,97,54038,19.0
59945,1920,79,11439,37.0
59947,1985,91,89847,21.0
59954,1921,119,12752,6.0
59960,1959,121,53434,30.0
59974,1963,77,55981,5.0
59976,1961,93,55320,60.0
59985,2007,87,460745,405.0
59988,2006,92,464907,11.0
59995,2007,102,1078188,658.0
60007,1996,89,116118,163.0
